# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,26,0.0,16431,130141928383141,23,23.574199676513672,-56.41245553698508,0.8900537664022963,20,-2476.3348626449942,3.4028234663852886E38,1.56109798E9,,,,0,,5,61.96491241455078,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,29,0.0,16431,130141919962456,15,28.728986740112305,23.140670503145998,0.006329018156975508,17,1033.1649030734898,0.003164509078487754,1.56109798E9,,,,0,,5,61.96491241455078,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,30,0.0,16392,130141910920726,1000000000,7.0,486.37594525089617,2.99792458E8,20,11681.817685773369,3.4028234663852886E38,1.56109798E9,,,,1,,5,61.96491241455078,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,35,0.0,16431,130141918922481,6,39.86354064941406,-463.1107007241808,0.0018628798425197601,17,767404.2208788651,9.314399212598801E-4,1.56109798E9,,,,0,,5,61.96491241455078,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,2,0.0,16392,130155917885031,1000000000,25.13038444519043,378.7304258060997,2.99792458E8,18,0.7504557209480596,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,7,0.0,16392,130155919245287,1000000000,7.0,87.25652485020998,2.99792458E8,18,0.45019208876138506,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,8,0.0,18474,130155921488836,1000000000,38.02239227294922,553.14545436156,2.99792458E8,20,6530.402784564384,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,27,0.0,16392,130155911079853,1000000000,15.121846199035645,-395.81047398548435,2.99792458E8,18,-2.3207055319262,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,30,0.0,18440,130155925089789,1000000000,16.73725700378418,-42.66965925294443,2.99792458E8,20,-596.8640331344554,3.4028234663852886E38,1.57542003E9,,,,1,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,36,0.0,18474,130155909435012,1000000000,35.930816650390625,-300.85903363752163,2.99792458E8,20,-2647.9888126209626,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.692569732666016,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,8,0.0,18475,130155921488825,8,34.17424774169922,553.1061653270881,0.004758896306157113,17,12713.936540717437,0.002379448153078556,1.17645005E9,,,,0,,6,9.172757148742676,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,30,0.0,16392,130155925089692,1000000000,17.086688995361328,-42.256754552477645,2.99792458E8,20,571.4344295932514,3.4028234663852886E38,1.17645005E9,,,,0,,6,9.172757148742676,,,,,,,
Raw,1613390937999,53017000000,,,-1297426102982961209,0.0,10.177118876273957,,,0,36,0.0,18475,130155909435005,9,31.275917053222656,-300.9242663999685,0.006263925228267908,17,-6919.615315953189,0.003131962614133954,1.17645005E9,,,,0,,6,9.172757148742676,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,10,0.0,16392,130156920133290,1000000000,19.118921279907227,137.19696047070903,2.99792458E8,18,138.0367138937577,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,12,0.0,16431,130156930102900,44,24.020967483520508,-366.15707788782674,0.010783782228827477,17,-19251.101018632544,0.10053872751359617,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,13,0.0,16431,130156921847600,16,36.567440032958984,726.2724794216775,0.0026978866662830114,17,40196.86298993947,0.0013489433331415057,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,14,0.0,16392,130156913960164,1000000000,7.0,690.811653573061,2.99792458E8,20,3327.575117548969,3.4028234663852886E38,1.57542003E9,,,,1,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,15,0.0,16431,130156927782406,12,40.27046203613281,557.5386205265349,0.0017614591633900998,17,30813.741682921318,8.8072958169505E-4,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,17,0.0,16431,130156923761220,45,23.67280387878418,345.3120318661797,0.8847882265714158,20,18178.826100269598,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,19,0.0,16431,130156927840246,13,41.5648193359375,-3.601174557857007,0.0015996816800907254,17,-212.84319064249158,7.998408400453627E-4,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
