# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,20,0.0,16392,130156918966158,1000000000,7.0,478.23991755959696,2.99792458E8,20,869.6860228524451,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,23,0.0,16431,130156920245865,54,21.519163131713867,456.6426146751355,0.9846002981136155,20,20340.372665135124,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,24,0.0,16431,130156932815626,90,15.274657249450684,-12.232759201799574,1.2640721147262974,20,-653.7460727331245,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,25,0.0,16431,130156918700903,29,29.252376556396484,-633.4839546411422,0.005904737859964371,17,-31695.882697926147,0.0029523689299821854,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,28,0.0,16393,130156915887413,122,11.451784133911133,635.7111595968508,1.4365349363847413,20,28357.941806818646,3.4028234663852886E38,1.57542003E9,,,,1,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,32,0.0,16392,130156915392270,1000000000,7.0,-636.4156439731773,2.99792458E8,18,-644.3348607190637,3.4028234663852886E38,1.57542003E9,,,,0,,1,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,24,0.0,16392,130156932815612,1000000000,10.959762573242188,-16.103888281807798,2.99792458E8,20,-3623.488679270453,3.4028234663852886E38,1.17645005E9,,,,0,,1,9.077828407287598,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,25,0.0,16393,130156918700883,10,30.22315216064453,-633.4821648031648,0.007071062922477722,17,-73617.88041845142,0.003535531461238861,1.17645005E9,,,,0,,1,9.077828407287598,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,10,0.0,16393,979618,120,20.30917739868164,-454.9998743531926,1.0366257035151318,20,-11392.954834423137,3.4028234663852886E38,1.59806246E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,6,0.0,16392,54538924056218,1000000000,7.0,866.9474031109885,2.99792458E8,20,21685.078562755072,3.4028234663852886E38,1.59975002E9,,,,1,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,18,0.0,32995,54538927423001,109,21.441505432128906,-46.33002561704589,0.9857859282564432,20,-2004.7093399673076,3.4028234663852886E38,1.60031245E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,9,0.0,32995,54538934486698,89,24.052120208740234,4.200518448534542,0.869660075884247,20,172.91169305366031,3.4028234663852886E38,1.60087501E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,16,0.0,16427,8900198,156,17.029064178466797,521.7180212018766,1.1844741351324233,20,23559.438615327996,3.4028234663852886E38,1.60143744E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,19,0.0,16491,925205963,92,23.540475845336914,-614.4207351509208,0.8909988223305274,20,-27923.40289397004,3.4028234663852886E38,1.60368755E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,7,0.0,32995,54538932195576,120,20.309783935546875,388.1176886412643,1.0375365438522444,20,17492.78318317722,3.4028234663852886E38,1.60481254E9,,,,0,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,8,0.0,32994,54538928501594,1000000000,12.685518264770508,-340.8981151692801,2.99792458E8,20,-16733.67373997964,3.4028234663852886E38,1.60537498E9,,,,1,,3,61.50869369506836,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,2,0.0,16392,130142861913014,1000000000,7.0,30.352887860892892,2.99792458E8,20,779.497390322701,3.4028234663852886E38,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,5,0.0,16393,130142866600593,41,24.919452667236328,28.027978651031773,0.82851922249632,20,1417.2227822988602,3.4028234663852886E38,1.56109798E9,,,,1,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,8,0.0,16392,130142860257485,1000000000,7.0,-352.22688514026663,2.99792458E8,20,-8788.227682342738,3.4028234663852886E38,1.56109798E9,,,,1,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,10,0.0,16392,130142864938584,1000000000,9.95492935180664,201.64876881106636,2.99792458E8,20,5031.935177097981,3.4028234663852886E38,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,14,0.0,16431,130142920639861,30,20.175214767456055,135.26353939769717,1.0451069763727778,20,5247.53530261276,3.4028234663852886E38,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,21,0.0,16392,130142913314941,1000000000,8.527658462524414,673.7313668164807,2.99792458E8,20,16864.250301840453,3.4028234663852886E38,1.56109798E9,,,,1,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,24,0.0,16431,130142918020971,35,18.204269409179688,-415.50911138197307,1.1332671080912418,20,-19102.01854016266,3.4028234663852886E38,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,26,0.0,16431,130142928383348,21,24.706157684326172,-56.326402993163356,0.01005721464753151,17,-2532.6612656381576,0.101048350478904,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,29,0.0,16431,130142919962377,15,28.839462280273438,23.36247985455293,0.006249029655009508,17,1056.5273829280427,0.003124514827504754,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,30,0.0,16392,130142910919100,1000000000,7.0,486.37594525089617,2.99792458E8,20,12168.564361749985,3.4028234663852886E38,1.56109798E9,,,,1,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,35,0.0,16431,130142918924019,6,40.56676483154297,-462.9637958549429,0.001718002138659358,17,766941.2570830102,8.59001069329679E-4,1.56109798E9,,,,0,,5,62.08014678955078,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,2,0.0,16392,130156917883767,1000000000,23.12099838256836,378.7304258060997,2.99792458E8,18,0.7356471028407447,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,7,0.0,16392,130156919244993,1000000000,11.958274841308594,87.25652485020998,2.99792458E8,18,0.44678029896407934,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,8,0.0,18474,130156921486993,1000000000,37.62417221069336,553.3405082602401,2.99792458E8,20,7083.649955458145,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,27,0.0,16392,130156911081174,1000000000,15.218449592590332,-395.6248268448046,2.99792458E8,18,-2.3046833964727043,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,30,0.0,18440,130156925089915,1000000000,16.125234603881836,-42.94622560670584,2.99792458E8,20,-628.3610609656299,3.4028234663852886E38,1.57542003E9,,,,1,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,36,0.0,18474,130156909436014,1000000000,36.23579406738281,-300.6604010809067,2.99792458E8,20,-2948.75121628044,3.4028234663852886E38,1.57542003E9,,,,0,,6,48.34901428222656,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,8,0.0,18475,130156921486978,8,34.59394073486328,553.2343137840144,0.0045344182290136805,17,13267.170854501452,0.0022672091145068407,1.17645005E9,,,,0,,6,9.077828407287598,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,30,0.0,16392,130156925089837,1000000000,16.41742515563965,-41.13023137733626,2.99792458E8,20,528.7095624162569,3.4028234663852886E38,1.17645005E9,,,,0,,6,9.077828407287598,,,,,,,
Raw,1613390938999,54017000000,,,-1297426102982961088,0.0,10.159617971525682,,,0,36,0.0,18475,130156909436007,10,31.11608123779297,-300.7564643794958,0.006380259059369564,17,-7220.3717803326845,0.003190129529684782,1.17645005E9,,,,0,,6,9.077828407287598,,,,,,,
